Dosage,DosageFreq,Formulation_ Liquid,Formulation_Capsule ,Formulation_Cream,Formulation_Eyedrop,Formulation_Inhaler,Formulation_Liquid,Formulation_Ointment,Formulation_Other,Formulation_Others,Formulation_Spray,Formulation_Tablet,Brand_Names_,Drug_Name_
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Flonase Sensimist,Fluticasone
0,1,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Airsupra,Budesonide
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Airsupra,Salbutamol
0,2,0,0,0,0,0,0,0,0,0,1,0,Micatin,Miconazole
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Alavert,Loratadine
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Zzzquil,Diphenhydramine
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Wal-Dryl-D,Diphenhydramine
0,1,0,0,0,0,0,0,1,0,0,0,0,Temaril-P,Prednisolone
0,2,0,0,0,1,0,0,0,0,0,0,0,Tobi,Tobramycin
0,3,0,0,0,1,0,0,0,0,0,0,0,Tobi,Tobramycin
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Eohilia,Budesonide
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Addaprin,Ibuprofen
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Eohilia,Budesonide
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Claritin-D,Loratadine
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Moxatag,Amoxicillin
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Trimox,Amoxicillin
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Cutivate,Fluticasone
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
0,2,0,0,0,0,0,0,0,0,0,1,0,Cruex Prescription Strength,Miconazole
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Aller-Flo,Fluticasone
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,Likmez,Metronidazole
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Cleartime Indoor & Outdoor Allergies,Loratadine
0,2,0,0,0,0,0,0,1,0,0,0,0,Surolan,Prednisolone
0,2,0,0,0,0,0,0,1,0,0,0,0,Pediapred,Prednisolone
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,MetroCream,Metronidazole
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Flovent,Fluticasone
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Proventil,Salbutamol
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Breztri,Budesonide
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
0,1,0,0,0,0,0,0,0,1,0,0,0,Jock-Eze,Clotrimazole
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,Rosadan,Metronidazole
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Tarpeyo,Budesonide
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0,2,0,0,0,0,0,0,0,0,0,1,0,Aloe Vesta Antifungal,Miconazole
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Bayer Aspirin PM Reformulated Nov 2011,Diphenhydramine
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,2,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Benadryl Itch Stopping,Diphenhydramine
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Eohilia,Budesonide
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
0,2,0,0,0,0,0,0,1,0,0,0,0,Orapred,Prednisolone
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Dormin,Diphenhydramine
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Beser,Fluticasone
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Cutivate,Fluticasone
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Wal-itin D,Loratadine
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Wal-Dryl,Diphenhydramine
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Amoxi-tabs,Amoxicillin
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
250MG/ 5ML ,2,0,0,0,0,0,1,0,0,0,0,0,Panadol,Paracetamol
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Wal-Som,Diphenhydramine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Proventil,Salbutamol
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Symbicort,Budesonide
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Nasopro 24,Fluticasone
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,Likmez,Metronidazole
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Caldolor,Ibuprofen
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Clavamox,Amoxicillin
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Claritin,Loratadine
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Breztri,Budesonide
0,3,0,0,0,0,0,0,1,0,0,0,0,Pred-G,Prednisolone
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,MetroLotion,Metronidazole
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Motrin,Ibuprofen
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Pulmicort,Budesonide
0,1,0,0,0,0,0,0,1,0,0,0,0,Pred-G,Prednisolone
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Betacillin,Amoxicillin
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
0,3,0,0,0,0,0,0,0,0,0,1,0,MacerRx,Miconazole
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,Nuvessa,Metronidazole
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,Vandazole,Metronidazole
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Accuneb,Salbutamol
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Accuneb,Salbutamol
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Nasopro 24,Fluticasone
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
0,2,0,0,0,0,0,0,0,1,0,0,0,Lotrisone,Clotrimazole
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Banophen Cream,Diphenhydramine
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Rhinocort,Budesonide
0,3,0,0,0,0,0,0,0,0,0,1,0,Hongo Killer Ultra,Miconazole
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Reprexain,Ibuprofen
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Eohilia,Budesonide
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
250MG/ 5ML ,3,0,0,0,0,0,1,0,0,0,0,0,Calpol,Paracetamol
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
40 MG/ML,2,1,0,0,0,0,0,0,0,0,0,0,Zmax,Azithromycin
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Alavert,Loratadine
0,2,0,0,0,1,0,0,0,0,0,0,0,Tobi,Tobramycin
800 MG,2,0,0,0,0,0,0,0,0,0,0,1,Xylon,Ibuprofen
0,3,0,0,0,1,0,0,0,0,0,0,0,Bethkis,Tobramycin
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Clavacillin,Amoxicillin
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,Nuvessa,Metronidazole
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Motrin,Ibuprofen
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Allerclear,Loratadine
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
 0.25 MG/ACTUAT,3,0,0,0,0,1,0,0,0,0,0,0,Trelegy,Fluticasone
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Advil,Ibuprofen
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Compoz,Diphenhydramine
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,Pylera,Metronidazole
10 MG,2,0,0,0,0,0,0,0,0,0,0,1,Tavist Non-Sedating,Loratadine
0,2,0,0,0,0,0,0,0,0,0,1,0,Micaderm,Miconazole
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Wal-Dryl Childrens,Diphenhydramine
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
0,2,0,0,0,0,0,0,0,1,0,0,0,Fungicure Solution,Clotrimazole
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Aleve PM,Diphenhydramine
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Paracip,Paracetamol
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
0,1,0,0,0,0,0,0,0,1,0,0,0,Dermatin,Clotrimazole
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Moxatag,Amoxicillin
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Loradamed,Loratadine
0,3,0,0,0,0,0,0,1,0,0,0,0,Pediapred,Prednisolone
0,2,0,0,0,1,0,0,0,0,0,0,0,Tobrex,Tobramycin
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Wal-Sleep Z,Diphenhydramine
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,DuoNeb,Salbutamol
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Unisom Sleep,Diphenhydramine
10 MG,1,0,0,0,0,0,0,0,0,0,0,1,Claritin-D,Loratadine
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Neoprofen,Ibuprofen
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
0,1,0,0,0,0,0,0,0,1,0,0,0,Aardora Anti-Fungal Maximum Strength,Clotrimazole
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Beser,Fluticasone
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Dolo,Paracetamol
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0,2,0,0,0,0,0,0,0,1,0,0,0,Mometavet,Clotrimazole
1000000 UNT,3,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,Nydamax,Metronidazole
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Ibu,Ibuprofen
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
0,1,0,0,0,1,0,0,0,0,0,0,0,Tobi,Tobramycin
50 MG/ML,1,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Ibuprohm,Ibuprofen
10 MG,2,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
50 MG,2,0,1,0,0,0,0,0,0,0,0,0,Sleep-Eze,Diphenhydramine
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Clavacillin,Amoxicillin
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Entocort,Budesonide
0,2,0,0,0,0,0,0,1,0,0,0,0,MILLIPRED,Prednisolone
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Counteract IB,Ibuprofen
0,2,0,0,0,0,0,0,0,0,0,1,0,Femmesil,Miconazole
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Ventolin,Salbutamol
0,2,0,0,0,0,0,0,1,0,0,0,0,Pred Mild,Prednisolone
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Breyna,Budesonide
0,1,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
10 MG ,2,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Accuneb,Salbutamol
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
10 MG,3,0,0,0,0,0,0,0,0,0,0,1,Alavert D,Loratadine
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Moxatag,Amoxicillin
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,Rosadan,Metronidazole
50 MG/ML,2,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
50 MG/ML,3,0,0,0,0,0,1,0,0,0,0,0,Biaxin,Clarithromycin
10 MG,1,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Airsupra,Salbutamol
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Nystop,Nystatin
0,1,0,0,0,0,0,0,0,1,0,0,0,Fungistat,Clotrimazole
0,3,0,0,0,0,0,0,1,0,0,0,0,Pred-G,Prednisolone
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Trimox,Amoxicillin
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,Zithromax,Azithromycin
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Percogesic Reformulated Jan 2011,Diphenhydramine
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Trimox,Amoxicillin
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,Pylera,Metronidazole
250MG/ 5ML ,1,0,0,0,0,0,1,0,0,0,0,0,Panadol,Paracetamol
0,2,0,0,0,0,0,0,1,0,0,0,0,Temaril-P,Prednisolone
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Breztri,Budesonide
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,Noritate,Metronidazole
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",3,0,0,0,0,1,0,0,0,0,0,0,DuoNeb,Salbutamol
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",1,0,0,0,0,1,0,0,0,0,0,0,DuoNeb,Salbutamol
0,3,0,0,0,0,0,0,0,1,0,0,0,Jock-Eze,Clotrimazole
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Combivent,Salbutamol
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Symbicort,Budesonide
400 MG,3,0,0,0,0,0,0,0,0,0,0,1,Umbrellin,Amoxicillin
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Flonase,Fluticasone
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Clavacillin,Amoxicillin
40 MG/ML,1,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
0.75%,3,0,0,1,0,0,0,0,0,0,0,0,Nuvessa,Metronidazole
3 MG,2,0,1,0,0,0,0,0,0,0,0,0,Breyna,Budesonide
100 MG ,1,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
25 MG/ML,2,0,0,0,0,0,0,0,0,1,0,0,Wal-Zan,Ranitidine
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Advil,Ibuprofen
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,Banophen Cream,Diphenhydramine
0.75%,1,0,0,1,0,0,0,0,0,0,0,0,MetroCream,Metronidazole
25 MG/ML,3,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
400 MG,2,0,0,0,0,0,0,0,0,0,0,1,Clavacillin,Amoxicillin
150 MG,3,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Caldolor,Ibuprofen
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
 0.25 MG/ACTUAT,1,0,0,0,0,1,0,0,0,0,0,0,Dymista,Fluticasone
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Breyna,Budesonide
10 MG ,3,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
50 MG,1,0,1,0,0,0,0,0,0,0,0,0,The Itch Eraser,Diphenhydramine
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Cutivate,Fluticasone
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
400 MG,1,0,0,0,0,0,0,0,0,0,0,1,Trimox,Amoxicillin
0,2,0,0,0,0,0,0,0,0,0,1,0,Fungoid,Miconazole
800 MG,1,0,0,0,0,0,0,0,0,0,0,1,Combogesic,Ibuprofen
1000000 UNT,2,0,1,0,0,0,0,0,0,0,0,0,Nyamyc,Nystatin
0,3,0,0,0,0,0,0,0,0,0,1,0,Vusion,Miconazole
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Keflex,Cephalexin
0,1,0,0,0,0,0,0,1,0,0,0,0,MILLIPRED,Prednisolone
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
10 MG ,1,0,1,0,0,0,0,0,0,0,0,0,Bentyl,Dicyclomine
800 MG,3,0,0,0,0,0,0,0,0,0,0,1,Counteract IB,Ibuprofen
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
150 MG,2,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
25 MG/ML,1,0,0,0,0,0,0,0,0,1,0,0,Zantac,Ranitidine
0,2,0,0,0,0,0,0,0,0,0,1,0,Ony-Clear,Miconazole
0,2,0,0,0,1,0,0,0,0,0,0,0,Kitabis,Tobramycin
100 MG ,3,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,MetroCream,Metronidazole
50 MG,3,0,1,0,0,0,0,0,0,0,0,0,Simply Sleep,Diphenhydramine
0.75%,2,0,0,1,0,0,0,0,0,0,0,0,MetroCream,Metronidazole
1000000 UNT,1,0,1,0,0,0,0,0,0,0,0,0,Bio-Statin,Nystatin
100 MG ,2,0,0,0,0,0,0,0,0,0,0,1,Suprax,Cefixime
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
10 MG,3,0,1,0,0,0,0,0,0,0,0,0,Strattera,Atomoxetine
40 MG/ML,3,1,0,0,0,0,0,0,0,0,0,0,AzaSite,Azithromycin
"Combivent 20/100 (ipratropium bromide / albuterol) Metered Dose Inhalation Spray, 120 ACTUAT",2,0,0,0,0,1,0,0,0,0,0,0,Accuneb,Salbutamol
 0.25 MG/ACTUAT,2,0,0,0,0,1,0,0,0,0,0,0,Nasoflow,Fluticasone
3 MG,3,0,1,0,0,0,0,0,0,0,0,0,Rhinocort,Budesonide
3 MG,1,0,1,0,0,0,0,0,0,0,0,0,Entocort,Budesonide
150 MG,1,0,0,0,0,0,0,0,0,0,0,1,Rilexine,Cephalexin
